Ticker,Description,Sector,Industry,Exchange
TAJGVK,TAJ GVK HOTELS,Consumer Services,Hotels/Resorts/Cruise lines,NSE
TAKE,TAKE SOLUTIONS,Technology Services,Information Technology Services,NSE
TALBROAUTO,TALBROS AUTO,Producer Manufacturing,Industrial Machinery,NSE
TANLA,TANLA PLATFORMS L,Technology Services,Information Technology Services,NSE
TANTIACONS,TANTIA CONSTRUCTIO,Industrial Services,Engineering & Construction,NSE
TAPIFRUIT,TAPI FRUIT PROCESS,Consumer Non-Durables,Food: Specialty/Candy,NSE
TARACHAND,TARA CHAND INFRA,Finance,Finance/Rental/Leasing,NSE
TARAPUR,TARAPUR TRANSFORME,Producer Manufacturing,Electrical Products,NSE
TARC,ANANT RAJ GLOBAL LTD,Finance,Real Estate Development,NSE
TARMAT,TARMAT LTD,Industrial Services,Engineering & Construction,NSE
TARSONS,TARSONS PRODUCTS LTD,Process Industries,Containers/Packaging,NSE
TASTYBITE,TASTY BITE EATABLE,Consumer Non-Durables,Food: Specialty/Candy,NSE
TATACHEM,TATA CHEMICALS,Process Industries,Chemicals: Agricultural,NSE
TATACOFFEE,TATA COFFEE,Process Industries,Agricultural Commodities/Milling,NSE
TATACOMM,TATA COMMUNICATION,Communications,Major Telecommunications,NSE
TATACONSUM,TATA CONSUMER PRODUCT LTD,Consumer Non-Durables,Food: Specialty/Candy,NSE
TATAELXSI,TATA ELXSI,Technology Services,Information Technology Services,NSE
TATAINVEST,TATA INVESTMENT,Finance,Investment Banks/Brokers,NSE
TATAMETALI,TATA METALIKS,Non-Energy Minerals,Steel,NSE
TATAMOTORS,TATA MOTORS LTD.,Consumer Durables,Motor Vehicles,NSE
TATAPOWER,TATA POWER CO LTD,Utilities,Electric Utilities,NSE
TATASTEEL,TATA STEEL LTD,Non-Energy Minerals,Steel,NSE
TATASTLLP,TATA STEEL LONG PRO LTD,Non-Energy Minerals,Steel,NSE
TATVA,TATVA CHIN PHARM CHEM LTD,Process Industries,Chemicals: Specialty,NSE
TBZ,TRIBHOVANDAS BHIMJ,Consumer Durables,Other Consumer Specialties,NSE
TCI,TRANSPORT CORP OF,Transportation,Trucking,NSE
TCIEXP,TCI EXPRESS LTD,Transportation,Air Freight/Couriers,NSE
TCNSBRANDS,TCNS CLOTHING CO L,Consumer Non-Durables,Apparel/Footwear,NSE
TCPLPACK,TCPL PACKAGING LTD,Commercial Services,Commercial Printing/Forms,NSE
TCS,TATA CONSULTANCY S,Technology Services,Information Technology Services,NSE
TDPOWERSYS,TD POWER SYSTEMS P,Producer Manufacturing,Electrical Products,NSE
TEAMLEASE,TEAMLEASE SERVICES,Commercial Services,Personnel Services,NSE
TECHIN,TECHINDIA NIRMAN L,Finance,Real Estate Development,NSE
TECHM,TECH MAHINDRA,Technology Services,Information Technology Services,NSE
TECHNOE,TECHNO ELECTRIC &,Industrial Services,Engineering & Construction,NSE
TEGA,TEGA INDUSTRIES LTD,Distribution Services,Wholesale Distributors,NSE
TEJASNET,TEJAS NETWORKS LTD,Electronic Technology,Telecommunications Equipment,NSE
TEMBO,TEMBO GLOBAL IND LTD,Producer Manufacturing,Metal Fabrication,NSE
TERASOFT,TERA SOFTWARE,Technology Services,Information Technology Services,NSE
TEXINFRA,TEXMACO INFRA & HO,Utilities,Electric Utilities,NSE
TEXMOPIPES,TEXMO PIPES & PROD,Producer Manufacturing,Miscellaneous Manufacturing,NSE
TEXRAIL,TEXMACO RAIL & ENG,Producer Manufacturing,Trucks/Construction/Farm Machinery,NSE
TFCILTD,TOURISM FIN CORP,Finance,Finance/Rental/Leasing,NSE
TFL,TRANSWARRANTY FINA,Finance,Investment Banks/Brokers,NSE
TGBHOTELS,TGB BANQUETS AND H,Consumer Services,Hotels/Resorts/Cruise lines,NSE
THANGAMAYL,THANGAMAYIL JEWELL,Consumer Durables,Other Consumer Specialties,NSE
THEINVEST,THE INVESTMENT TRU,Finance,Investment Banks/Brokers,NSE
THEJO,THEJO ENGINEERING,Distribution Services,Wholesale Distributors,NSE
THEMISMED,THEMIS MEDICARE LTD,Health Technology,Pharmaceuticals: Major,NSE
THERMAX,THERMAX,Producer Manufacturing,Industrial Machinery,NSE
THOMASCOOK,THOMAS COOK,Finance,Regional Banks,NSE
THOMASCOTT,THOMAS SCOTT (INDI,Consumer Non-Durables,Apparel/Footwear,NSE
THYROCARE,THYROCARE TECHNOL,Health Services,Medical/Nursing Services,NSE
TI,TILAKNAGAR INDUSTR,Consumer Non-Durables,Beverages: Alcoholic,NSE
TIDEWATER,TIDE WATER OIL (INDIA) LTD.,Energy Minerals,Oil Refining/Marketing,NSE
TIIL,TECHNOCRAFT INDUST,Producer Manufacturing,Metal Fabrication,NSE
TIINDIA,TUBE INVESTMENTS O,Non-Energy Minerals,Steel,NSE
TIJARIA,TIJARIA POLYPIPES,Producer Manufacturing,Miscellaneous Manufacturing,NSE
TIL,TIL,Producer Manufacturing,Trucks/Construction/Farm Machinery,NSE
TIMESGTY,TIMES GUARANTY,Finance,Financial Conglomerates,NSE
TIMETECHNO,TIME TECHNOPLAST,Process Industries,Containers/Packaging,NSE
TIMKEN,TIMKEN INDIA,Producer Manufacturing,Industrial Machinery,NSE
TINPLATE,TINPLATE CO INDIA,Non-Energy Minerals,Steel,NSE
TIPSFILMS,TIPS FILMS LTD,Consumer Services,Movies/Entertainment,NSE
TIPSINDLTD,TIPS INDUSTRIES,Consumer Services,Movies/Entertainment,NSE
TIRUMALCHM,THIRUMALAI CHEM,Process Industries,Chemicals: Specialty,NSE
TIRUPATIFL,TIRUPATI FORGE LTD,Producer Manufacturing,Industrial Conglomerates,NSE
TITAN,TITAN COMPANY LTD,Consumer Durables,Other Consumer Specialties,NSE
TMB,TAMILNAD MERCA BANK LTD,Finance,Regional Banks,NSE
TNPETRO,TAMILNADU PETRO PR,Process Industries,Chemicals: Specialty,NSE
TNPL,TAMIL NADU NEWSPRI,Process Industries,Pulp & Paper,NSE
TNTELE,TAMILNADU TELECOMM,Producer Manufacturing,Electrical Products,NSE
TOKYOPLAST,TOKYO PLAST INTL,Producer Manufacturing,Miscellaneous Manufacturing,NSE
TORNTPHARM,TORRENT PHARM,Health Technology,Pharmaceuticals: Major,NSE
TORNTPOWER,TORRENT POWER,Utilities,Electric Utilities,NSE
TOTAL,TOTAL TRANSPORT SYS LTD,Transportation,Air Freight/Couriers,NSE
TOUCHWOOD,TOUCHWOOD ENTERTAI,Commercial Services,Miscellaneous Commercial Services,NSE
TPLPLASTEH,TPL PLASTECH LTD.,Process Industries,Chemicals: Specialty,NSE
TRACXN,TRACXN TECHNOLOGIES LTD,Technology Services,Internet Software/Services,NSE
TREEHOUSE,TREE HOUSE EDUCATI,Consumer Services,Other Consumer Services,NSE
TREJHARA,TREJHARA SOLUTIONS,Technology Services,Information Technology Services,NSE
TRENT,TRENT LTD,Retail Trade,Apparel/Footwear Retail,NSE
TRF,TRF LTD,Producer Manufacturing,Trucks/Construction/Farm Machinery,NSE
TRIDENT,TRIDENT LTD,Process Industries,Textiles,NSE
TRIGYN,TRIGYN TECHNOLOGIE,Technology Services,Information Technology Services,NSE
TRIL,TRANSFORM & RECTIF,Producer Manufacturing,Electrical Products,NSE
TRITURBINE,TRIVENI TURBINE LTD,Producer Manufacturing,Industrial Machinery,NSE
TRIVENI,TRIVENI ENGINEERIN,Process Industries,Agricultural Commodities/Milling,NSE
TRU,TRUCAP FINANCE LTD,Finance,Finance/Rental/Leasing,NSE
TTKHLTCARE,TTK HEALTHCARE,Health Technology,Pharmaceuticals: Major,NSE
TTKPRESTIG,TTK PRESTIGE,Consumer Durables,Home Furnishings,NSE
TTL,TT LTD,Process Industries,Textiles,NSE
TTML,TATA TELESERVICES,Communications,Specialty Telecommunications,NSE
TV18BRDCST,TV18 BROADCAST LTD,Consumer Services,Broadcasting,NSE
TVSELECT,TVS ELECTRONICS,Electronic Technology,Electronic Equipment/Instruments,NSE
TVSMOTOR,TVS MOTOR CO,Consumer Durables,Motor Vehicles,NSE
TVSSRICHAK,TVS SRICHAKRA LTD,Consumer Durables,Automotive Aftermarket,NSE
TVTODAY,TV TODAY NETWORK,Consumer Services,Broadcasting,NSE
TVVISION,TV VISION LTD,Consumer Services,Broadcasting,NSE
TWL,TITAGARH WAGONS,Producer Manufacturing,Trucks/Construction/Farm Machinery,NSE
UBL,UNITED BREWERIES L,Consumer Non-Durables,Beverages: Alcoholic,NSE
UCALFUEL,UCAL FUEL SYSTEMS,Producer Manufacturing,Auto Parts: OEM,NSE
UCOBANK,UCO BANK,Finance,Regional Banks,NSE
UDAICEMENT,UDAIPUR CEMENT WORKS LTD,Non-Energy Minerals,Construction Materials,NSE
UFLEX,UFLEX LTD,Process Industries,Containers/Packaging,NSE
UFO,UFO MOVIEZ INDIA,Consumer Services,Movies/Entertainment,NSE
UGARSUGAR,UGAR SUGAR WORKS,Process Industries,Agricultural Commodities/Milling,NSE
UGROCAP,UGRO CAPITAL LTD,Finance,Investment Banks/Brokers,NSE
UJAAS,UJAAS ENERGY LTD,Utilities,Alternative Power Generation,NSE
UJJIVAN,UJJIVAN FIN SERV,Finance,Finance/Rental/Leasing,NSE
UJJIVANSFB,UJJIVAN SMALL FINANC BANK,Finance,Regional Banks,NSE
ULTRACEMCO,ULTRATECH CEMENT,Non-Energy Minerals,Construction Materials,NSE
UMA,UMA CONVERTER LTD,Process Industries,Containers/Packaging,NSE
UMAEXPORTS,UMA EXPORTS LTD,Distribution Services,Wholesale Distributors,NSE
UMANGDAIRY,UMANG DAIRIES,Consumer Non-Durables,Food: Meat/Fish/Dairy,NSE
UMESLTD,USHA MARTIN EDU,Producer Manufacturing,Metal Fabrication,NSE
UNICHEMLAB,UNICHEM LABS,Health Technology,Pharmaceuticals: Major,NSE
UNIDT,UNITED DRILLING TOOLS LTD,Industrial Services,Oilfield Services/Equipment,NSE
UNIENTER,UNIPHOS ENTERPRISE,Producer Manufacturing,Industrial Conglomerates,NSE
UNIINFO,UNIINFO TELECOM SERVI LTD,Communications,Specialty Telecommunications,NSE
UNIONBANK,UNION BK OF INDIA,Finance,Major Banks,NSE
UNIPARTS,UNIPARTS INDIA LTD,Distribution Services,Wholesale Distributors,NSE
UNITECH,UNITECH LTD,Finance,Real Estate Development,NSE
UNITEDPOLY,UNITED POLYFAB GUJ. LTD.,Process Industries,Textiles,NSE
UNITEDTEA,UNITED NILGIRI TEA,Consumer Non-Durables,Food: Specialty/Candy,NSE
UNIVASTU,UNIVASTU INDIA LTD,Industrial Services,Engineering & Construction,NSE
UNIVCABLES,UNIVERSAL CABLES,Electronic Technology,Electronic Components,NSE
UNIVPHOTO,UNIVERSUS IMAGINGS LTD,Consumer Durables,Electronics/Appliances,NSE
UNOMINDA,UNO MINDA LTD,Producer Manufacturing,Auto Parts: OEM,NSE
UPL,UPL LTD,Process Industries,Chemicals: Agricultural,NSE
URAVI,URAVI T AND W LTD,Producer Manufacturing,Electrical Products,NSE
URJA,URJA GLOBAL LTD,Electronic Technology,Semiconductors,NSE
USASEEDS,UPSURGE SEEDS OF A,Process Industries,Agricultural Commodities/Milling,NSE
USHAMART,USHA MARTIN,Producer Manufacturing,Metal Fabrication,NSE
UTIAMC,UTI ASSET MNGMT CO LTD,Finance,Investment Managers,NSE
UTTAMSUGAR,UTTAM SUGAR MILLS,Process Industries,Agricultural Commodities/Milling,NSE
V2RETAIL,V2 RETAIL LTD,Retail Trade,Apparel/Footwear Retail,NSE
VADILALIND,VADILAL INDUSTRIES,Consumer Non-Durables,Food: Specialty/Candy,NSE
VAIBHAVGBL,VAIBHAV GLOBAL LTD,Consumer Durables,Other Consumer Specialties,NSE
VAISHALI,VAISHALI PHARMA LTD,Health Technology,Pharmaceuticals: Major,NSE
VAKRANGEE,VAKRANGEE LTD,Retail Trade,Internet Retail,NSE
VALIANTORG,VALIANT ORGANICS LTD,Process Industries,Chemicals: Specialty,NSE
VARDHACRLC,VARDHMAN ACRYLICS,Consumer Non-Durables,Apparel/Footwear,NSE
VARDMNPOLY,VARDHMAN POLYTEX,Process Industries,Textiles,NSE
VARROC,VARROC ENGINEERING,Distribution Services,Wholesale Distributors,NSE
VASCONEQ,VASCON ENGINEERS L,Industrial Services,Engineering & Construction,NSE
VASWANI,VASWANI INDUSTRIES,Non-Energy Minerals,Steel,NSE
VBL,VARUN BEVERAGES,Consumer Non-Durables,Beverages: Non-Alcoholic,NSE
VCL,VAXTEX COTFAB LTD,Process Industries,Textiles,NSE
VEDL,VEDANTA LTD,Non-Energy Minerals,Aluminum,NSE
VEEKAYEM,VEEKAYEM FASHION A,Process Industries,Textiles,NSE
VENKEYS,VENKY'S (INDIA),Process Industries,Agricultural Commodities/Milling,NSE
VENUSPIPES,VENUS PIPES & TUBES LTD,Non-Energy Minerals,Steel,NSE
VENUSREM,VENUS REMEDIES LTD,Health Technology,Pharmaceuticals: Major,NSE
VERA,VERA SYNTHETIC LTD,Process Industries,Textiles,NSE
VERANDA,VERANDA LEARNING SOL LTD,Commercial Services,Miscellaneous Commercial Services,NSE
VERTEXPLUS.ST,VERTEXPLUS TECHNOLOGIES L,Commercial Services,Miscellaneous Commercial Services,NSE
VERTOZ,VERTOZ ADVERTISING LTD,Commercial Services,Advertising/Marketing Services,NSE
VESUVIUS,VESUVIUS INDIA,Non-Energy Minerals,Construction Materials,NSE
VETO,VETO SWITCHGEARS A,Producer Manufacturing,Electrical Products,NSE
VGUARD,V-GUARD INDUSTRIES,Producer Manufacturing,Electrical Products,NSE
VHL,VARDHAMAN HOLDINGS,Finance,Financial Conglomerates,NSE
VIAZ,VIAZ TYRES LTD,Consumer Durables,Automotive Aftermarket,NSE
VIDHIING,VIDHI SPECIALTY FO,Consumer Non-Durables,Food: Specialty/Candy,NSE
VIJAYA,VIJAYA DIAGNOSTIC CEN LTD,Health Services,Medical/Nursing Services,NSE
VIJIFIN,VIJI FINANCE LTD,Finance,Finance/Rental/Leasing,NSE
VIKASECO,VIKAS ECOTECH LIMI,Process Industries,Chemicals: Major Diversified,NSE
VIKASLIFE,VIKAS LIFECARE LTD,Distribution Services,Wholesale Distributors,NSE
VIKASWSP,VIKAS WSP,Consumer Non-Durables,Food: Major Diversified,NSE
VIMTALABS,VIMTA LABORATORIES,Commercial Services,Miscellaneous Commercial Services,NSE
VINATIORGA,VINATI ORGANICS,Process Industries,Chemicals: Specialty,NSE
VINDHYATEL,VINDHYA TELELINKS,Industrial Services,Engineering & Construction,NSE
VINEETLAB,VINEET LABORATORIES LTD,Process Industries,Chemicals: Specialty,NSE
VINNY,VINNY OVERSEAS LTD,Process Industries,Textiles,NSE
VINYLINDIA,VINYL CHEMICALS(IN,Distribution Services,Wholesale Distributors,NSE
VIPCLOTHNG,VIP CLOTHING LTD,Consumer Non-Durables,Apparel/Footwear,NSE
VIPIND,VIP INDUSTRIES,Consumer Durables,Other Consumer Specialties,NSE
VIPULLTD,VIPUL LTD,Finance,Real Estate Development,NSE
VISAKAIND,VISAKA IND,Process Industries,Industrial Specialties,NSE
VISASTEEL,VISA STEEL LTD,Non-Energy Minerals,Steel,NSE
VISESHINFO,VISESH INFOTECNICS,Technology Services,Packaged Software,NSE
VISHAL,VISHAL FABRICS LTD,Process Industries,Textiles,NSE
VISHNU,VISHNU CHEMICALS L,Process Industries,Chemicals: Specialty,NSE
VISHWARAJ,VISHWARAJ SUGAR IND LTD,Process Industries,Agricultural Commodities/Milling,NSE
VITAL,VITAL CHEMTECH LTD,Process Industries,Chemicals: Specialty,NSE
VIVIDHA,VISAGAR POLYTEX,Process Industries,Textiles,NSE
VLSFINANCE,VLS FIN LTD INDIA,Finance,Investment Banks/Brokers,NSE
VMARCIND,V MARC INDIA LTD,Producer Manufacturing,Electrical Products,NSE
VMART,V-MART RETAIL LTD,Retail Trade,Specialty Stores,NSE
VOLTAMP,VOLTAMP TRANSFORME,Producer Manufacturing,Electrical Products,NSE
VOLTAS,VOLTAS LTD,Producer Manufacturing,Industrial Machinery,NSE
VRLLOG,VRL LOGISTICS LTD,Transportation,Trucking,NSE
VSCL,VADIVARHE SPECIALI,Process Industries,Chemicals: Specialty,NSE
VSSL,VARDHMAN SPECIAL S,Non-Energy Minerals,Steel,NSE
VSTIND,VST INDUSTRIES,Consumer Non-Durables,Tobacco,NSE
VSTTILLERS,VST TILLERS TRACT,Producer Manufacturing,Trucks/Construction/Farm Machinery,NSE
VTL,VARDHMAN TEXTILES,Process Industries,Textiles,NSE
WABAG,VA TECH WABAG LTD,Industrial Services,Engineering & Construction,NSE
WALCHANNAG,WALCHANDNAGAR IND,Producer Manufacturing,Industrial Machinery,NSE
WANBURY,WANBURY LTD,Health Technology,Pharmaceuticals: Major,NSE
WATERBASE,WATERBASE,Process Industries,Agricultural Commodities/Milling,NSE
WEALTH,WEALTH FRST PORT. MG. LTD,Finance,Financial Conglomerates,NSE
WEBELSOLAR,WEBSOL ENERGY SYST,Electronic Technology,Semiconductors,NSE
WEIZMANIND,WEIZMANN,Process Industries,Textiles,NSE
WEL,WONDER ELECTRICALS LTD,Electronic Technology,Electronic Equipment/Instruments,NSE
WELCORP,WELSPUN CORP LTD,Producer Manufacturing,Industrial Machinery,NSE
WELENT,WELSPUN ENTERPRISE,Finance,Financial Conglomerates,NSE
WELINV,WELSPUN INVESTMENT,Finance,Investment Banks/Brokers,NSE
WELSPUNIND,WELSPUN INDIA,Consumer Non-Durables,Consumer Sundries,NSE
WENDT,WENDT (INDIA),Producer Manufacturing,Industrial Machinery,NSE
WESTLIFE,WESTLIFE DEVELOPMENT LTD,Consumer Services,Restaurants,NSE
WEWIN,WE WIN LTD,Commercial Services,Miscellaneous Commercial Services,NSE
WHEELS,WHEELS INDIA LTD,Producer Manufacturing,Auto Parts: OEM,NSE
WHIRLPOOL,WHIRLPOOL OF INDIA,Consumer Durables,Electronics/Appliances,NSE
WILLAMAGOR,WILLIAMSON MAGOR &,Finance,Financial Conglomerates,NSE
WINDLAS,WINDLAS BIOTECH LTD,Health Technology,Pharmaceuticals: Major,NSE
WINDMACHIN,WINDSOR MACHINES,Producer Manufacturing,Industrial Machinery,NSE
WINPRO,WINPRO INDUSTRIES LTD,Communications,Specialty Telecommunications,NSE
WIPL,THE WESTERN INDIA,Non-Energy Minerals,Forest Products,NSE
WIPRO,WIPRO LTD,Technology Services,Information Technology Services,NSE
WOCKPHARMA,WOCKHARDT,Health Technology,Pharmaceuticals: Major,NSE
WONDERLA,WONDERLA HOLIDAYS,Consumer Services,Movies/Entertainment,NSE
WORTH,WORTH PERIPHERALS LTD,Process Industries,Containers/Packaging,NSE
WSI,WS INDUSTRIES(IND),Producer Manufacturing,Electrical Products,NSE
WSTCSTPAPR,WEST COAST PAPER M,Producer Manufacturing,Office Equipment/Supplies,NSE
XCHANGING,XCHANGING SOLUTION,Technology Services,Information Technology Services,NSE
XELPMOC,XELPMOC DESIGN AND,Technology Services,Packaged Software,NSE
XPROINDIA,XPRO INDIA LTD.,Process Industries,Industrial Specialties,NSE
YAARI,YAARI DIGI INT SER LTD,Finance,Real Estate Development,NSE
YESBANK,YES BANK,Finance,Major Banks,NSE
YUKEN,YUKEN INDIA LTD,Producer Manufacturing,Industrial Machinery,NSE
ZEEL,ZEE ENTERTAIN ENT,Consumer Services,Broadcasting,NSE
ZEELEARN,ZEE LEARN LTD,Consumer Services,Other Consumer Services,NSE
ZEEMEDIA,ZEE MEDIA CORP,Consumer Services,Broadcasting,NSE
ZENITHEXPO,ZENITH EXPORTS LTD,Consumer Non-Durables,Apparel/Footwear,NSE
ZENITHSTL,ZENITH STEEL PIP IND LTD,Non-Energy Minerals,Steel,NSE
ZENSARTECH,ZENSAR TECHNOLOGIE,Technology Services,Packaged Software,NSE
ZENTEC,ZEN TECHNOLOGIES,Technology Services,Information Technology Services,NSE
ZFCVINDIA,ZF COM VE CTR SYS IND LTD,Producer Manufacturing,Auto Parts: OEM,NSE
ZIMLAB,ZIM LABORATORIES LTD,Health Technology,Pharmaceuticals: Generic,NSE
ZODIAC,ZODIAC ENERGY LTD,Producer Manufacturing,Building Products,NSE
ZODIACLOTH,ZODIAC CLOTH CO,Consumer Non-Durables,Apparel/Footwear,NSE
ZOMATO,ZOMATO LTD,Technology Services,Packaged Software,NSE
ZOTA,ZOTA HEALTH CARE LTD,Health Technology,Pharmaceuticals: Major,NSE
ZUARI,ZUARI AGRO CHEMICA,Process Industries,Chemicals: Agricultural,NSE
ZUARIIND,ZUARI INDUSTRIES LTD,Process Industries,Agricultural Commodities/Milling,NSE
ZYDUSLIFE,ZYDUS LIFESCIENCES,Health Technology,Pharmaceuticals: Major,NSE
ZYDUSWELL,ZYDUS WELLNESS LTD,Consumer Non-Durables,Food: Major Diversified,NSE
